,Title,X Specter,Y Specter,X TFIDF,Y TFIDF
931,Visualizing the Evolution of Software Systems Using the Forest Metaphor,9.2197856903,5.7544016838,7.6936864853,7.5291867256
932,Clutter Reduction in Multi-dimensional Visualization of Incomplete Data Using Sugiyama Algorithm,6.2869944572,5.7609481812,9.2084999084,2.5118854046
933,Comparison of Emerging Information Visualization Tools for Higher Education,10.9890174866,6.3407492638,9.2126111984,11.2547330856
934,A Polyline-based Visualization Technique for Tagged Time-varying Data,6.844391346,7.4633469582,9.593665123,5.7429203987
935,ChronoView: Visualization Technique for Many Temporal Data,7.0318117142,7.3090939522,11.4796524048,7.1603055
936,Time-based Geographical Mapping of Communicable Diseases,8.5531997681,8.8381433487,10.7604894638,9.0498209
937,Force-directed Graph Visualization with Pre-positioning - Improving Convergence Time and Quality of Layout,7.5218524933,3.3821797371,5.4794120789,5.6516709328
938,Models for Visualisation of Complex Information Systems,9.3987083435,5.8716478348,8.4350738525,7.8156943321
939,Evaluation in Information Visualization: Heuristic Evaluation,9.8816175461,5.7684626579,9.7559728622,8.6625051498
940,Using Animated Mood Pictures in Music Recommendation,11.9495697021,7.8455677032,1.0879194736,7.2295918465
941,From the Arcane to the Lucid: A Case Study of Improvements to a Library Database Using Visual Cues,8.8905639648,4.9026546478,9.8450231552,10.4345712662
942,Solving Combined Geospatial Tasks Using 2D and 3D Bar Charts,5.7553339005,6.9113750458,5.6462693214,8.3232574463
943,3D visualization of geophysical resistivity data to delineate contamination anomalies in a landfill,6.1813678741,9.1810712814,10.8121891022,7.9291357994
944,Design decisions for a Brazilian t-commerce application,10.6195459366,7.3993782997,9.0281305313,11.0083055496
945,PRISMA Mobile: An Information Visualization Tool for Tablets,9.5738239288,7.6415400505,8.1012077332,10.2867336273
946,Visualization of Power System Data on Situation Overview Displays,8.0363969803,9.3602819443,9.6123256683,8.5722522736
947,Exploring User-generated Data Visualization in the Accommodation Sector,9.7957735062,4.0544147491,10.8101272583,7.7370095253
948,Systrip: A Visual Environment for the Investigation of Time-series Data in the Context of Metabolic Networks,3.5127687454,4.1064867973,13.1101150513,7.714345932
949,Through the Looking Glass: Two Approaches to Visualizing Linguistic Syntax Trees,10.0470132828,5.0321412086,6.3630108833,4.7076797485
950,Improving Visualization of Large Hierarchical Clustering,7.5442504883,4.7472271919,7.478720665,4.7388401031
951,Voronoi Diagram Based Dimensional Anchor Assessment for Radial Visualizations,6.2966017723,5.6064047813,7.8613529205,5.7587180138
952,Temporal Customer Segmentation Using the Self-organizing Time Map,7.2441253662,5.659236908,10.5086374283,7.5986075401
953,Unsupervised Visual Data Mining Using Self-organizing Maps and a Data-driven Color Mapping,6.5907101631,5.1322054863,7.3259801865,4.7620000839
954,Graph Decomposition Using Self-organizing Trees,7.8060584068,2.9664385319,5.6901941299,5.4167308807
955,A User Assistant for the Selection and Parameterization of the Visualizations in Visual Data Mining,7.9401812553,5.7057943344,9.0850353241,7.8659462929
956,Using Clustering to Personalize Visualization,9.2779331207,5.3224020004,9.0742883682,8.1973266602
957,A New Automated Hierarchical Clustering Algorithm Based on Emergent Self Organizing Maps,6.6281785965,5.0871429443,7.1251168251,5.6635327339
958,Heat Map Scope Technique for Stacked Time-series Data Visualization,6.862555027,7.6213989258,9.3871192932,6.5438079834
959,InfoMaps : A Session Based Document Visualization and Analysis Tool,9.3684711456,5.2821207047,8.8656635284,8.0101099014
960,Visualization for Changes in Relationships between Historical Figures in Chronicles,9.0339794159,4.2781305313,12.5810804367,7.8613595963
961,Visualizing Clinical Trial Data Using Pluggable Components,3.6683430672,4.5760765076,11.7305374146,6.0720562935
962,An Improved Algorithm for Subspace Clustering Applied to Image Segmentation,6.508046627,5.1014828682,7.3123693466,5.439801693
963,A visual analysis tool for finding embedded relations in chronicles,8.6652755737,4.9232754707,10.8268957138,4.3069262505
964,A Visual Analysis Approach to Support Perfective Software Maintenance,9.1869716644,5.9925937653,7.5603737831,7.5826587677
965,Brandmap: An Information Visualization Platform for Brand Association in Blogosphere,9.7568063736,3.6427598,11.7395000458,8.1349477768
966,Visualizing community centric network layouts,8.2620296478,2.9930262566,12.4237070084,8.6482095718
967,Adding a Semantic Layer to Flickr Images Search Service,10.2623262405,4.2802119255,11.26765728,5.7471590042
968,Paths to Success: A Sketch-based Creativity Technique for Individuals and Teams,10.9022474289,6.4900631905,9.4616928101,9.6128768921
969,Does the Medium Matter? An Experiment on the Impact of Collaboration on Visual Sales Sessions,10.7016067505,6.286875248,9.9622716904,8.9706420898
970,Data Visualization in Online Journalism and Its Implications for the Production Process,10.5438709259,6.1052761078,10.2821502686,9.6409111023
971,A Television News Graphical Layout Analysis Method Using Eye Tracking,6.0690555573,7.4289526939,10.7024755478,6.854557991
972,Ontology Visualization for Domain Experts: A New Solution,10.9729204178,4.7746238708,7.5910739899,8.2827100754
973,Reducing Contract Complexity through Visualization - A Multi-level Challenge,10.4313087463,6.1733412743,8.7461166382,8.8170118332
974,Enhancing Contract Usability and User Experience Through Visualization - An Experimental Evaluation,10.5313920975,6.1633200645,8.6957616806,8.8125925064
975,Visualization in Trialogic Public Procurement Contracting,10.4846162796,6.1145882607,8.7080392838,8.8166513443
976,The Origins and Rise of Medieval Information Visualization,9.9699144363,5.58573246,9.1984977722,9.9336652756
977,ArchiBrain: A Conceptual Platform for the Visualization of Collaborative Design,10.4864253998,6.5982117653,9.3983430862,9.682100296
978,Design of urban space at pedestrian scale: A method for parameterization of urban qualities,7.6837329865,9.9136781693,10.6332941055,10.5988273621
979,Using a shifted lens to achieve visual depth in facade projections more efficiently,4.6165852547,6.8866219521,7.6572942734,7.2491111755
980,Criteria for Cooperative Urban Design through Digital System of Design Tools,7.7381277084,9.9785146713,10.1246166229,10.3182525635
981,Using an Interactive Dymaxion Map to Convey Research Information through Visualization,9.6266860962,6.1505875587,8.9346132278,8.9418926239
982,Value lab: Innovation in teaching visual design: There is nothing to wait for,10.778711319,7.8589630127,9.1898822784,9.673576355
983,Visualization Analysis of Student's Notes Taken in a Fully Online Learning Environment,11.3433265686,6.4119024277,9.3096456528,11.5543699265
984,Augmented Reality for Construction Control,10.6066493988,8.3259925842,8.7260971069,10.9307594299
985,Augmented Reality Technology and Art: The Analysis and Visualization of Evolving Conceptual Models,10.6584444046,8.1326541901,8.7118768692,11.0640115738
986,A Multilevel Force-directed Graph Drawing Algorithm Using Multilevel Global Force Approximation,7.3759827614,2.630351305,5.3545255661,5.6485877037
987,Boundary Labeling of Graph Edges Using Colors,7.4046802521,2.8981025219,5.0421791077,5.3808712959
988,Debugging the Execution of Distributed Algorithms over Anonymous Networks,8.0069627762,6.5286846161,12.4127960205,7.9161391258
989,Playing with Reconciliation: Engaging Primary School Students with the Values of Reconciliation Using a Video Game,11.1690406799,7.546546936,10.3247241974,11.5642786026
990,A Video Game Level Analysis Model Proposal,10.4790897369,9.1586999893,10.4149513245,11.6275663376
991,Monotony Preserving Scattered Data Interpolation Scheme Using Side-vertex Method,2.8139283657,8.2822275162,8.4377651215,3.4199876785
992,Breast Mass Classification using Statistical and Local Binary Pattern Features,2.6491606236,6.1196112633,11.617515564,5.9483499527
993,Solving the Range Searching Problem for Region Bounded by a Convex Surface,3.3913373947,8.4243373871,7.5560131073,8.3110017776
994,Zone Modelling and Visualisation: Keys to the Design of Low Carbon Buildings,7.9430565834,9.6508140564,9.4575815201,7.0800595284
995,The Importance of Micro-climate Modification for Adaptation of Welsh Housing to Climate Change,7.800116539,9.8126487732,10.473824501,5.9830121994
996,"Beyond Level 2 BIM, Web Portals and Collaboration Tools",10.4482374191,6.2072372437,9.5446147919,9.7937831879
997,Modelling 3D City Using High Resolution Stereo Camera Imagery,5.7858371735,8.7870550156,10.4867277145,10.4973554611
998,Knowledge Visualization of Large-size Architectural Heritage. A Research Experience on Yanqing Section of Chinese Great Wall,10.9064540863,8.1075496674,9.7508516312,9.6269359589
999,"Making Place: Designing and Building an Engaging, Interactive and Pedagogical Historical World",10.788189888,7.8176541328,9.3658485413,10.8446121216
1000,Framing Interaction through Engagement in Interactive Open Ended Environments,10.7010087967,7.5091104507,8.6605072021,10.311375618
1001,Cultural Heritage Cube. A Conceptual Framework for Visual Exhibition Exploration,10.8030052185,7.9073820114,9.5748386383,10.8530111313
1002,More Than Meets the Eye: Cross-cultural Interpretations of Digitally Manipulated Photography,10.9949302673,7.5417399406,9.6632680893,10.7662744522
1003,Research of Styles and Visualisation Characteristics on Chinese Engraved Ancient Book Typeface Culture,11.0957717896,7.7891907692,8.081486702,9.0868091583
1004,A Survey and Classification of Visualisation in Multiscale Biomedical Applications,3.7003326416,4.6794342995,7.6724586487,7.5625929832
1005,Challenges of Exploratory Visualization of Gene-environment Interaction in Alzheimer's Disease,3.4645094872,4.3674402237,13.9906949997,7.0083737373
1006,Visualizing Protein Structural Superpositions and Alignments with StructAlignViewer,2.7064573765,4.1148524284,12.6070899963,4.1500458717
1007,ProteinScanAR - An Augmented Reality Web Application for High School Education in Biomolecular Life Sciences,2.4414582253,4.5230555534,12.1981515884,4.1136660576
1008,"Visualization of Distribution of Pathogenicity Genomic Islands between Pathogenic, Nosocomial and Environmental Bacteria",3.2654531002,3.9354848862,13.1686868668,7.2170109749
1009,Hybrid Appearance Based Disease Recognition of Human Brains,2.6770899296,6.170378685,11.5890550613,5.5429286957
1010,The ARC Project: Reasoning about Representations of Gothic Cathedrals with Artificial Intelligence,10.1186256409,5.6001963615,7.4845814705,9.0673589706
1011,"VersuS, The Digital Lives of Cities Transforms into Usable Interconnective Intelligence",10.3464021683,7.6295223236,10.2759885788,10.4617900848
1012,Traditional Settlements Boundary Visualization,10.8345489502,8.1107368469,9.6040000916,10.811507225
1013,How to Best Meet Consumers' Preferences for New Product Design: An Application of Art and Design,10.8274374008,6.7530417442,10.0755996704,9.1192865372
1014,"Exploring, Comparing and Coordinating Multiple Datasets in an Information Visualization Tool",8.9415998459,5.4571990967,8.5938301086,7.5368299484
1015,Weaving the U.S. Census: Visualization and Cross-jurisdictional Exploration and Comparisons,6.5920114517,8.7329854965,10.4974727631,8.6872749329
1016,Automated Usability Measurement of Arbitrary Desktop Application with Eyetracking,10.6333122253,6.5963330269,8.5120630264,8.2662811279
1017,A Model to Store Coordination Mappings,8.9686021805,6.0681638718,8.6018533707,7.7237448692
1018,A Comparison of Methods for Visualizing Musical Genres,11.9105415344,7.8184185028,1.0954619646,7.2442674637
1019,PRISMA-MDE - Distributed and Scalable Environment for Multiple Views of Data Coordinates,8.3195858002,6.1004109383,8.5697145462,7.8810167313
1020,Satellite and Aerial Image Mosaicing - A Comparative Insight,4.4454684258,6.6930985451,11.2397594452,5.7452812195
1021,A Simple Technique for Modeling Terrains Using Contour Maps,5.7327833176,8.8728075027,9.5192317963,3.6725010872
1022,Designing multimedia content for architectural research and case study projects,10.5929470062,7.6272177696,7.2198801041,9.2831850052
1023,A Visual Analytics Tool for System Logs Adopting Variable Recommendation and Feature-Based Filtering,8.1335229874,7.3563976288,11.3139219284,8.7418575287
1024,Matching Application Requirements with Dynamic Graph Visualization Profiles,8.091594696,3.4544887543,5.4990282059,5.1506528854
1025,Multivariate Network Exploration with JauntyNets,8.7402477264,3.4710268974,12.6783761978,7.8726987839
1026,Edge Bundling by Rapidly-Exploring Random Trees,7.7537641525,2.374984026,4.5511283875,4.8918209076
1027,Force-Directed Parallel Coordinates,5.8044819832,6.1808137894,8.3185186386,5.6419873238
1028,Prefix Tag Clouds,10.6377429962,4.3149299622,6.226755619,9.4913406372
1029,Radial Layered Matrix Visualization of Dynamic Graphs,7.9367713928,3.4534316063,5.2216014862,5.0449542999
1030,Arrangement of Low-Dimensional Parallel Coordinate Plots for High-Dimensional Data Visualization,6.2260890007,5.4723381996,8.0801801682,6.0304284096
1031,A Matrix-Based Visualization for Exploring Dynamic Compound Digraphs,7.9995498657,3.6118049622,5.1947002411,5.0509138107
1032,Text Visualization: Expressive Materials and Diverse Approaches,10.5080270767,5.3165216446,6.9024572372,9.3546915054
1033,Checkered Tree: Interactive Toolset for Flexible Data Exploration,8.3199386597,5.7474751472,5.6851058006,8.4882898331
1034,Evaluating MoodPic - a Concept for Collaborative Mood Music Playlist Creation,11.9426288605,7.8395867348,1.0960896015,7.2385058403
1035,Voronoi-Based Label Placement for Metro Maps,6.7986960411,10.192987442,7.851539135,4.1622867584
1036,Time-Pie visualization: Providing Contextual Information for Energy Consumption Data,8.6674957275,9.0226097107,5.611240387,8.4570703506
1037,Interactive Curriculum Visualization,11.0707798004,6.4550886154,10.1110401154,11.3025379181
1038,How to Model a Customized Visualization,9.2572507858,5.3994421959,9.106842041,7.917781353
1039,Pianola - Visualization of Multivariate Time-Series Security Event Data,8.0778970718,7.7518053055,11.9082393646,8.5316152573
1040,Finding Research Communities and their Relationships by Analyzing the Co-authorship Network,9.1704874039,3.6434941292,9.6824674606,9.8718357086
1041,Combining Scientific and Information Visualization Artifacts for Complex System Diagnosis,9.0757846832,5.9099268913,8.9635267258,7.9176235199
1042,PRISMA-MDE - Information Visualization Environment for Multiple Display,8.4166107178,6.0561451912,8.6288843155,7.8925676346
1043,Visualization of Multidimensional Sensor Data in Industrial Engineering,7.0245990753,8.8539133072,11.6474399567,10.6561222076
1044,A New Visualization of Group-Outliers in Unsupervised Learning,6.7117891312,5.0810055733,7.3040685654,4.8447599411
1045,"An Interactive, Example-Based, Visual Clustering System",8.5134267807,5.2899832726,7.2918667793,5.130920887
1046,Nonlinear Dimensionality Reduction for Cluster Identification in Metagenomic Samples,5.9866476059,5.0907826424,7.4342503548,5.7935447693
1047,A Semi-supervised Approach to Visualizing and Manipulating Overlapping Communities,8.4563903809,3.2632408142,12.5364961624,8.5616645813
1048,Using Clustering to Improve Decision Trees Visualization,7.3163404465,5.1887421608,6.4783396721,6.907125473
1049,Coordinating Multiple Views Using an Ontology-Based Semantic Mapping,10.9962024689,4.738658905,8.3737249374,7.7293653488
1050,A Multilingual Handwriting Approach to CAPTCHA,10.3987150192,4.7239379883,7.3712029457,8.2698984146
1051,Defining Visual User Interface Design Recommendations for Highway Traffic Management Centres,7.4680099487,9.572432518,9.39635849,8.3900260925
1052,Graph-Based Relational Data Visualization,8.0569095612,5.0903420448,7.1000041962,6.8939599991
1053,Using Otsu's Threshold Selection Method for Eliminating Terms in Vector Space Model Computation,6.730281353,4.9890360832,6.903002739,9.4594936371
1054,Toward Visual Analytics of Unlinked Documents by Textual Analysis and Network Visualization,9.2669591904,4.2820825577,7.0722212791,9.7486352921
1055,Financial Visualization Case Study: Correlating Financial Timeseries and Discrete Events to Support Investment Decisions,7.5314540863,7.3239326477,11.4136066437,7.0568928719
1056,EyeC: Coordinated Views for Interactive Visual Exploration of Eye-Tracking Data,6.1441831589,7.5481424332,10.6972446442,6.8504815102
1057,Analysis and Visualization of Research Collaboration Pattern of an Institute through Social Network Analysis Perspective,9.1934738159,3.6187458038,9.7996034622,10.0025548935
1058,A Visualization Architecture for Collaborative Analytical and Data Provenance Activities,8.3230743408,6.0257735252,10.7258663177,6.2743501663
1059,Geovisual Analytics and Storytelling Using HTML5,8.9860925674,7.7117242813,10.1548471451,9.9173498154
1060,3D and Immersive Interfaces for Business Intelligence: The Case of OLAP,9.9675254822,8.1876163483,8.5342721939,10.1394701004
1061,"Parallel Coordinates Technique in Visual Data Mining: Advantages, Disadvantages and Combinations",6.6106309891,5.8171958923,8.4311561584,8.7679252625
1062,Visual and Interactive Exploration of a Large Collection of Open Datasets,7.6776332855,4.5902881622,8.1940793991,6.8511047363
1063,Visual Data-Driven Profiling of Green Consumers,10.0859060287,3.7674577236,8.7363548279,7.8262906075
1064,Current Work Practice and Users' Perspectives on Visualization and Interactivity in Business Intelligence,10.3340711594,6.0748505592,9.5537147522,8.8714008331
1065,Visual Analysis of Complex Networks for Business Intelligence with Gephi,8.912364006,3.6241185665,12.4117145538,7.9590816498
1066,A Visual Approach to Project and Portfolio Monitoring,8.1601953506,6.9311470985,7.615653038,6.6755280495
1067,Knowledge Visualization for Social Entrepreneurs,10.5626916885,5.9181933403,11.8126239777,8.0515346527
1068,The Role of Direct Manipulation of Visualizations in the Development and Use of Multi-level Knowledge Models,9.9630079269,7.7075157166,8.9018201828,7.0654530525
1069,Visualizing Conceptual Relations in Legal Terminology,10.2584753036,5.060798645,10.0153779984,8.8826675415
1070,An Experimental Evaluation on the Impact of Visual Facilitation Modes on Idea Generation in Teams,10.8589010239,6.4682998657,9.3489112854,9.6551618576
1071,"10 Years after Tufte's ""Cognitive Style of PowerPoint"": Synthesizing its Constraining Qualities",10.6713037491,6.6194486618,8.3956260681,7.9070925713
1072,A Typology for Data Visualization on the Web,9.3421878815,5.7370529175,9.2689580917,9.066239357
1073,Virtues and Vices: Examples of Medieval Knowledge Visualization,10.5875339508,6.1764502525,9.0841522217,9.8937320709
1074,A Mathematical Look to the World,9.7194442749,6.2523260117,9.6067438126,10.4828643799
1075,Magic Squares and Aesthetic Events,10.0967960358,6.8146080971,7.6708288193,6.6221256256
1076,Colored Mosaic Matrix: Visualization Technique for High-Dimensional Data,6.2835707664,5.6566519737,6.7815303802,3.1321713924
1077,Web3DGIS for City Models with CityGML and X3D,6.4508514404,9.0415802002,10.3716144562,10.3741798401
1078,The Effect of Stereoscopic Immersive Environments on Projection-Based Multi-dimensional Data Visualization,9.7145795822,8.2458953857,8.5464496613,10.6161155701
1079,Augmented Reality on Construction Sites Using a Smartphone-Application,10.5603218079,8.3408489227,8.7010955811,11.0207920074
1080,Artistic Visualisation of Practical Information Using Augmented Reality,10.4866847992,8.1454792023,8.6994028091,11.0565929413
1081,A Reference Image Generation Method for Marker-less AR,4.1384921074,6.6019296646,11.2079086304,5.7005867958
1082,"One Graph, Multiple Drawings",7.3717098236,2.8320393562,5.5345873833,5.8300614357
1083,Extending the H-Tree Layout Pedigree: An Evaluation,7.4628987312,4.4060692787,5.7660250664,6.3800177574
1084,Shortest Path Approach to Edge Routing,7.3659033775,2.8211495876,4.9383869171,5.2833008766
1085,Initial Positioning Method for Online and Real-Time Dynamic Graph Drawing of Time Varying Data,7.5165915489,3.6624786854,4.819419384,5.1992554665
1086,"An Interactive Virtual Environment for Teaching ""Triangulations and Coordinates Calculations"" to Surveying Students",10.6064100266,8.2287330627,9.1652069092,11.2666540146
1087,Effectiveness of Note-Taking Content Features on Test Scores in Online Courses,11.3975954056,6.3806171417,9.3165016174,11.5273761749
1088,UAV Sensor Operator Training Enhancement through Heat Map Analysis,7.5812306404,9.6294574738,10.4772338867,11.6608314514
1089,A New Approach for 3D Craniometric Measurements Using 3D Skull Models,2.8829650879,6.8615369797,8.9486408234,6.8947310448
1090,Cave Chamber Data Modeling and 3D Web Visualization,5.866953373,8.9329214096,9.605717659,7.8231916428
1091,Surface Modeling Using Partial Differential Equations: A Survey,3.7019393444,8.3196086884,10.9086494446,2.9429233074
1092,A Novel Approach for Surface to Surface Intersection Approximation,2.5609209538,8.3389749527,8.258728981,3.5497422218
1093,Robust and Sparse RGBD Data Registration of Scene Views,4.212313652,6.5520606041,6.3086047173,9.4085187912
1094,A Bi-phase Model of Folding Origami Interactively with Gap Representation,3.1864898205,7.9708967209,10.2883396149,7.3701739311
1095,Developing a Novel Approach for 3D Visualisation of Tarland,10.1383600235,7.7736573219,9.423201561,7.9793782234
1096,Laplacian Musculoskeletal Deformation for Patient-Specific Simulation and Visualisation,2.4689154625,6.7198982239,10.9869356155,5.272705555
1097,Visualization of Individuals Characterized by a Set of Synchronized Signals,3.3587880135,5.6162772179,8.3929176331,4.0017333031
1098,Trend Analysis Tool with Simultaneous Visualization of Rank and Value,9.3341569901,4.1386847496,11.1454429626,7.224861145
1099,Using a Serious Game Approach to Teach 'Operator Precedence' to Introductory Programming Students,11.2134284973,6.6660103798,10.3573961258,11.6553840637
1100,Extracting Hidden Information and Conclusions in Software Testing Via Distributed Relational Visual Mining,7.7134299278,5.5917615891,8.8410730362,7.1869015694
1101,Cluster Coloring of the Self-Organizing Map: An Information Visualization Perspective,6.2272167206,5.787961483,7.2376832962,4.6443686485
1102,Comparison of Advanced and Standard Real-Time 3D Rendering Methods for Interactive Landscapes (Short Paper Version),4.4315686226,7.1331853867,10.2809028625,4.105843544
1103,A Process of Seamlessly Replacing CG Elements into Live-Action Footage,10.6553163528,8.267575264,9.8749513626,10.2058067322
1104,"Emotions, Words and Colors: A Strategy to Visualize and Analyze Patterns from Visitors' Narratives in Museums",10.5621728897,6.9539427757,9.3530092239,10.2689704895
1105,Categorisation of Audience Relationship between Action and Visualisation in Interactive Art Installations,10.8497915268,7.5782008171,9.6209449768,10.4784021378
1106,A Linked Visualization of Trajectory and Flow Quantity to Support Analysis of People Flow,6.9620566368,9.1416473389,10.4482364655,1.8924125433
1107,Visualizing Time-Varying Topics Via Images and Texts for Inter-Media Analysis,10.1105966568,3.5584881306,11.4420814514,7.9433865547
1108,Visualisation of Association Rules Based on a Molecular Representation,7.5203008652,5.3199687004,9.791926384,7.2837357521
1109,"Applying 3D Dynamic Visualisation to (Palaeo) Geomorphic Reconstruction: Modelling a Tenth Century Jokulhlaup at Solheimajokull Glacier, South Iceland",5.9675359726,9.1496639252,11.5272321701,7.0791730881
1110,Visual Search and Processing for Lexeme and Morpheme Constructs,10.1588525772,4.8010435104,5.4775233269,6.1982426643
1111,Visual Clustering for Large Scale Commercial Enterprises,6.9819483757,5.3049612045,7.3467421532,5.0513634682
1112,Keynotes,9.8163146973,5.04936409,10.5629367828,9.9411745071
1113,Using Visual Cues on DOITree for Visualizing Large Hierarchical Data,7.6105747223,4.6580610275,6.1473631859,6.6816978455
1114,Spectral-Based Contractible Parallel Coordinates,5.8404998779,6.1116375923,8.067855835,5.8516516685
1115,Drawing Large Weighted Graphs Using Clustered Force-Directed Algorithm,7.6341609955,2.7781772614,5.4866380692,5.4952783585
1116,How to Tell Stories Using Visualization,10.9778966904,5.7633972168,10.2095174789,9.8737478256
1117,Graph Exploration by Multiple Linked Metric Views,8.0723295212,3.5210568905,6.0953087807,4.96089077
1118,The Challenge of Semantic Symmetry in Visualization,8.8795480728,6.0026702881,8.8260183334,4.8965320587
1119,Interactive Similarity Links in Treemap Visualizations,7.9127321243,4.7970299721,6.223338604,6.7850170135
1120,A New Scheme for Trajectory Visualization,6.8128862381,8.6203718185,13.0047798157,5.1051430702
1121,Narrative Visualization: A Case Study of How to Incorporate Narrative Elements in Existing Visualizations,10.9388017654,5.7424468994,10.1847629547,9.8132448196
1122,"Partial Link Drawings for Nodes, Links, and Regions of Interest",7.6945295334,3.5653626919,6.1835823059,5.0764431953
1123,Viewing Object-Oriented Software with MetricAttitude: An Empirical Evaluation,10.2566642761,6.0813493729,7.5153875351,7.598238945
1124,Students in Transit: Understanding the Migration of Students between Disciplines and Disciplinary Groupings,11.0552749634,6.2256345749,9.2864656448,11.5600137711
1125,Collaborative Information Visualization Using a Multi-projection System and Mobile Devices,9.6768379211,7.6335487366,8.1677026749,10.310667038
1126,"Conferences, Coffee and Complexity: Supporting Cognition and Communication at Conventions",10.1545228958,6.7704668045,10.5840997696,9.8947877884
1127,A Heatmap-Based Time-Varying Multi-variate Data Visualization Unifying Numeric and Categorical Variables,6.7901296616,7.4721488953,9.576918602,5.717218399
1128,Heat Maps for Aggregating Bioacoustic Annotations,7.3584918976,8.1831789017,6.9094567299,8.4073801041
1129,FacetScape: A Visualization for Exploring the Search Space,8.9219837189,4.617102623,7.601691246,8.3579730988
1130,Visualizing Large Quantities of Educational Datamining Information,10.9884128571,6.3206839561,9.2342853546,11.407998085
1131,RadCloud: Visualizing Multiple Texts with Merged Word Clouds,10.6268854141,4.3402051926,6.447851181,9.3971824646
1132,From Finger Gesture to Finger Choreography: Enabling 3D Live Performances on Smartphones,9.9537410736,8.5063037872,8.3520374298,10.5126972198
1133,Flip Visualization for Web Based Demographic Simulation System,8.716711998,5.6830744743,11.1917076111,5.7639174461
1134,Don't Hide the Code!: Empowering Novice and Beginner Programmers Using a HTML Game Editor,11.1388101578,6.648455143,10.3904838562,11.5976762772
1135,Effects of Visualizing Missing Data: An Empirical Evaluation,9.4544181824,6.5968122482,5.0581407547,7.3442840576
1136,Coordinated Multiple Views to Support Image Retrieval,5.3961515427,5.8549809456,11.1754388809,5.7084579468
1137,A Web-Based Tool for the Visual Analysis of Media Annotations,5.9775648117,6.9766640663,7.2372612953,8.3934135437
1138,Visual Comparison of Multilingual Documents and Lexical Matching,10.4134807587,4.5573759079,7.0566291809,9.8655395508
1139,Animated Geo-temporal Clusters for Exploratory Search in Event Data Document Collections,7.0535340309,8.4317493439,7.3036351204,5.1738119125
1140,A Visual Analytics of Geometric Distances between Amino Acids and Surface Pockets of Proteins,2.4874126911,4.2447633743,12.6308240891,4.0748281479
1141,From Multiple Linked Views to Multiple Linked Analyses: The Meme Media Digital Dashboard,9.3648080826,5.7330088615,8.1245594025,7.610681057
1142,Using Ontologies for Proposing Adequate Geovisual Analytics Solutions in the Analysis of Trajectories,7.2446718216,9.0790596008,10.5474739075,8.5063238144
1143,Parallel Box: Visually Comparable Representation for Multivariate Data Analysis,7.0677075386,5.8161978722,9.0203552246,5.5736865997
1144,DataTube4log: A Visual Tool for Mining Multi-threaded Software Logs,8.4372425079,6.4877157211,7.8572320938,7.5617275238
1145,Directional Aggregate Visualization of Large Scale Movement Data,6.7103500366,8.9593067169,11.1542301178,8.2721509933
1146,Towards the Identification of Consumer Trajectories in Geo-Located Search Data,7.2556977272,9.1200799942,9.3623123169,7.2225351334
1147,Development of Adaptive Information Visualization Systems with Augmented Reality,10.0176925659,7.7680287361,8.8006792068,10.6383104324
1148,Labyrinth at Versailles: Imaginary Spaces,10.7923049927,7.9690761566,9.4960212708,9.9231748581
1149,The Gothic Cathedral: An Immersive Information Visualization Space,10.8972549438,7.7357287407,9.3052539825,10.1280565262
1150,SchemaLine: Timeline Visualization for Sensemaking,9.5376214981,5.6270070076,9.5175437927,9.1403532028
1151,Semantic Blossom Graph: A New Approach for Visual Graph Exploration,8.000079155,3.3370859623,5.4203557968,5.1449079514
1152,HistoGraph -- A Visualization Tool for Collaborative Analysis of Networks from Historical Social Multimedia Collections,10.972038269,6.7500090599,9.8852758408,10.2788658142
1153,Visualizing the History of Knowledge Production through the Bibliography of Philosophy,10.2744932175,5.0256171227,6.9960551262,10.4298658371
1154,Visualizing Afghan Culture in a Virtual Village for Training Cultural Awareness in Military Settings,10.8029184341,7.8617362976,9.5840215683,10.8849020004
1155,Visualising the Correlation between Vasari's Accounts of Giotto's Travels and Contemporary Research to Better Understand their Reliability,11.1920928955,7.5142650604,9.7011289597,10.4363737106
1156,Reconstitution of the Labyrinthe of Versailles as a Mobile App,10.230091095,8.4873514175,8.0312013626,10.4325656891
1157,Web3D Visualization of High Detail and Complex 3D-mesh Caves Models,5.8229956627,8.8494520187,9.5737056732,7.8189935684
1158,Application of Interactive Surfaces to Support Computer Mediated Collaborative Design Environment,10.6624078751,8.0604763031,9.2557077408,9.5269174576
1159,Medical Image Segmentation Using Particle Swarm Optimization,2.859162569,6.2775826454,11.7132034302,5.0657296181
1160,Two Methods of Object Designing by Rational Splines,2.643137455,8.3020133972,8.3866109848,3.40898633
1161,Inpainting by an Inverse Problem Resolution,3.8187630177,6.9622220993,11.2374658585,5.7167663574
1162,iSyn: WebGL-Based Interactive De Novo Drug Design,2.7981016636,4.1462907791,12.3172721863,4.1154742241
1163,MediMatrix: An Interface for Visualizing Learner-Generated Patient Case Collections in Postgraduate Medical Training,10.6260852814,5.7296490669,11.9331693649,6.1410136223
1164,Visual Analysis with Dynamic Geometric Complementarity and Physicochemical Matching in Protein Docking,2.4351549149,4.2765412331,10.9505586624,3.3243629932
1165,Regional Differences in Diagnostic Conversion to Dementia,2.2714421749,6.0733914375,12.0207519531,6.3849897385
